"Haunting of Molly Hartley, The",Brew Blaxill,7,42,166.08
"She Does Not Drink, Smoke or Flirt But... She Talks",Lyda Ivankov,11,65,65.95
Liliom,Markos Sterre,11,51,199.28
Restless (Levottomat),Blaine Trollope,7,43,136.61
"I, Cesar (Moi César, 10 ans 1/2, 1m39)",Eliza Ayers,2,61,202.07
Beauty of the Day (Belle de jour),Darrell Crennan,12,62,232.79
Luxo Jr.,Pegeen Staves,1,52,156.49
Spider,Cyndy Ferrarone,14,23,219.39
Kingdom of the Spiders,Jayme Seally,19,24,241.03
American Winter,Barbara-anne Shambrook,8,78,110.64
12 O'Clock Boys,Arline Sayce,7,79,44.39
"Big White, The",Zilvia Croad,13,25,162.17
Fanny,Oliver Paz,4,41,89.09
Patema Inverted,Amii Attard,9,75,73.24
One for the Money,Bidget Seeger,9,69,216.38
Citizen Koch,Fania Keady,1,47,223.7
Faces of Death 6,Pedro Busain,6,51,218.79
Little Accidents,Sollie MacConnal,9,53,97.5
Beyond the Clouds (Al di là delle nuvole),Dari Bulter,9,61,91.49
Decampitated,Priscilla Couling,14,56,144.18
Kaksi kotia (Dagmamman),Gawen Bortoloni,5,77,173.81
Partners: The Movie II (Aibô: Gekijô-ban II),Oralie Rearie,8,53,97.41
Free Willy 3: The Rescue,Vilma Cornwell,16,21,230.93
Dr. Goldfoot and the Girl Bombs (Le spie vengono dal semifreddo),Hinze Kingsbury,12,67,220.75
"Hen, his wife",Conway Connerly,6,53,186.02
"Strange Case of Dr. Jekyll and Miss Osbourne, The (Dr. Jekyll and His Women) (Docteur Jekyll et les femmes)",Rudyard Mossdale,2,80,107.57
"Tale of Ham and Passion, A (Jamón, Jamón)",Bronnie Giblett,18,56,125.88
That's The Way I Like It (a.k.a. Forever Fever),Ralina Farnworth,6,71,193.57
"Goofy Movie, A",Cameron Demcik,8,58,144.19
"Loss of a Teardrop Diamond, The",Auberon Bladen,10,27,100.76
Linewatch,Reeba Gerardet,7,38,217.05
"Sleepy Time Gal, The",Ransell Rojahn,17,29,62.25
Martian Child,Robbin Squibbs,15,25,100.19
God Save My Shoes,Mollie Raccio,8,77,119.36
"Body, The",Phylys Ossulton,8,39,181.66
"Dennis the Menace Christmas, A",Barby Atyea,17,72,104.99
Jimmy Hollywood,Sandy Mabbott,9,45,38.34
Christmas in August (Palwolui Christmas),Wyn Puckey,10,65,190.29
One Nation Under God ,Willa Derks,16,51,106.91
